:START_ID;:END_ID;corresponding_author:boolean;:TYPE
Jamshid Mostoufi;73228;True;WRITTEN_BY
Lawrence Yang;73228;True;WRITTEN_BY
Paul Loewenstein;73228;True;WRITTEN_BY
Raju Joshi;73228;True;WRITTEN_BY
Aleksandar Ignjatovic;73229;True;WRITTEN_BY
Amin Malekpour;73229;True;WRITTEN_BY
Roshan G. Ragel;73229;True;WRITTEN_BY
Sri Parameswaran;73229;True;WRITTEN_BY
Hiroshi Ozaki;73230;True;WRITTEN_BY
Ikuo Nishioka;73230;True;WRITTEN_BY
Isao Shirakawa;73230;True;WRITTEN_BY
Seiji Yamamoto;73230;True;WRITTEN_BY
Takuji Kurimoto;73230;True;WRITTEN_BY
Andrew C. Ling;73231;True;WRITTEN_BY
Deshanand P. Singh;73231;True;WRITTEN_BY
Stephen Dean Brown;73231;True;WRITTEN_BY
Jie Han 0001;73232;True;WRITTEN_BY
Qichao Tao;73232;True;WRITTEN_BY
Joel R. Phillips;73233;True;WRITTEN_BY
Luca Daniel;73233;True;WRITTEN_BY
Luís Miguel Silveira;73233;True;WRITTEN_BY
H. Robert Howie;73234;True;WRITTEN_BY
Richard M. Tavan;73234;True;WRITTEN_BY
Jieyi Long;73235;True;WRITTEN_BY
Seda Ogrenci Memik;73235;True;WRITTEN_BY
Felix Bürgin;73236;True;WRITTEN_BY
Flavio Carbognani;73236;True;WRITTEN_BY
Hektor Meier;73236;True;WRITTEN_BY
Hubert Kaeslin;73236;True;WRITTEN_BY
Martin Hediger;73236;True;WRITTEN_BY
Norbert Felber;73236;True;WRITTEN_BY
Rafael Santschi;73236;True;WRITTEN_BY
Robert Meyer-Piening;73236;True;WRITTEN_BY
Wolfgang Fichtner;73236;True;WRITTEN_BY
Chung-Kuan Cheng;73237;True;WRITTEN_BY
Jun Gu;73237;True;WRITTEN_BY
Sheqin Dong;73237;True;WRITTEN_BY
Song Chen 0001;73237;True;WRITTEN_BY
Xianlong Hong;73237;True;WRITTEN_BY
Yici Cai;73237;True;WRITTEN_BY
Yuchun Ma;73237;True;WRITTEN_BY
Behnam Omidi;73238;True;WRITTEN_BY
Ihsen Alouani;73238;True;WRITTEN_BY
Khaled N. Khasawneh;73238;True;WRITTEN_BY
Eman Copty;73239;True;WRITTEN_BY
Gila Kamhi;73239;True;WRITTEN_BY
Sasha Novakovsky;73239;True;WRITTEN_BY
David Atienza 0001;73241;True;WRITTEN_BY
Giovanni De Micheli;73241;True;WRITTEN_BY
Luca Benini;73241;True;WRITTEN_BY
Srinivasan Murali;73241;True;WRITTEN_BY
Eby G. Friedman;73242;True;WRITTEN_BY
Marios C. Papaefthymiou;73242;True;WRITTEN_BY
Xun Liu;73242;True;WRITTEN_BY
Jian Gong;73243;True;WRITTEN_BY
Peng Li 0001;73243;True;WRITTEN_BY
Wenrui Zhang;73243;True;WRITTEN_BY
Ya Wang;73243;True;WRITTEN_BY
Himanshu Thapliyal;73244;True;WRITTEN_BY
Milad Tanavardi Nasab;73244;True;WRITTEN_BY
Wu Yang;73244;True;WRITTEN_BY
Huazhong Yang;73245;True;WRITTEN_BY
Jingyu Wang 0004;73245;True;WRITTEN_BY
Jinshan Yue;73245;True;WRITTEN_BY
Songming Yu;73245;True;WRITTEN_BY
Xueqing Li 0002;73245;True;WRITTEN_BY
Yongpan Liu;73245;True;WRITTEN_BY
Zhe Yuan;73245;True;WRITTEN_BY
Zhuqing Yuan;73245;True;WRITTEN_BY
Chia-Yu Kuo;73246;True;WRITTEN_BY
Hung-Hsiao Wang;73246;True;WRITTEN_BY
Shih-Ting Lin;73246;True;WRITTEN_BY
Yih-Lang Li;73246;True;WRITTEN_BY
Yolo Chen;73246;True;WRITTEN_BY
Erich Barke;73247;True;WRITTEN_BY
Hiltrud Brocke;73247;True;WRITTEN_BY
Lars Hedrich;73247;True;WRITTEN_BY
Thorsten Adler;73247;True;WRITTEN_BY
Pradip A. Thaker;73248;True;WRITTEN_BY
Ren-Shuo Liu;73249;True;WRITTEN_BY
Yun-Chen Lo;73249;True;WRITTEN_BY
Alex Orailoglu;73250;True;WRITTEN_BY
Ramesh Karri;73250;True;WRITTEN_BY
Daniel Morris 0002;73251;True;WRITTEN_BY
David M. Bromberg;73251;True;WRITTEN_BY
Jian-Gang Jimmy Zhu;73251;True;WRITTEN_BY
Larry T. Pileggi;73251;True;WRITTEN_BY
Daniel E. Whitney;73252;True;WRITTEN_BY
Antonio Carlos Schneider Beck;73253;True;WRITTEN_BY
Luigi Carro;73253;True;WRITTEN_BY
Marcelo Brandalero;73253;True;WRITTEN_BY
Muhammad Shafique 0001;73253;True;WRITTEN_BY
Cyrus Bamji;73254;True;WRITTEN_BY
Jonathan Allen;73254;True;WRITTEN_BY
Hsing-Chih Chang Chien;73256;True;WRITTEN_BY
Hung-Chih Ou;73256;True;WRITTEN_BY
Yao-Wen Chang;73256;True;WRITTEN_BY
Girish Venkataramani;73257;True;WRITTEN_BY
Mihai Budiu;73257;True;WRITTEN_BY
Seth Copen Goldstein;73257;True;WRITTEN_BY
Tiberiu Chelcea;73257;True;WRITTEN_BY
Jirí Soukup;73258;True;WRITTEN_BY
Cheryl L. Mitchell;73259;True;WRITTEN_BY
John M. Gould;73259;True;WRITTEN_BY
Anmol Mathur;73260;True;WRITTEN_BY
Venkat Krishnaswamy;73260;True;WRITTEN_BY
Matthias Schöbinger;73261;True;WRITTEN_BY
Tobias G. Noll;73261;True;WRITTEN_BY
Chang Wu;73262;True;WRITTEN_BY
Jason Cong;73262;True;WRITTEN_BY
Hussam Amrouch;73263;True;WRITTEN_BY
Liu Liu 0023;73263;True;WRITTEN_BY
Shubham Kumar;73263;True;WRITTEN_BY
Simon Thomann;73263;True;WRITTEN_BY
Xiaobo Sharon Hu;73263;True;WRITTEN_BY
Christos P. Sotiriou;73264;True;WRITTEN_BY
Bi Wu 0002;73265;True;WRITTEN_BY
Gang Qu 0001;73265;True;WRITTEN_BY
Tianyang Yu;73265;True;WRITTEN_BY
Weichen Zhang;73265;True;WRITTEN_BY
Weisheng Zhao;73265;True;WRITTEN_BY
Xidi Ma;73265;True;WRITTEN_BY
Xueyan Wang;73265;True;WRITTEN_BY
Gagan Raj Gupta 0001;73266;True;WRITTEN_BY
Madhur Gupta;73266;True;WRITTEN_BY
Preeti Ranjan Panda;73266;True;WRITTEN_BY
Bill Lin 0001;73267;True;WRITTEN_BY
Xiaohan Zhu;73267;True;WRITTEN_BY
Mark Burton;73268;True;WRITTEN_BY
Oliver Bringmann 0001;73268;True;WRITTEN_BY
Pavel Parfuntseu;73268;True;WRITTEN_BY
Robert Günzel;73268;True;WRITTEN_BY
Wolfgang Klingauf;73268;True;WRITTEN_BY
Chundong Wang 0001;73269;True;WRITTEN_BY
Sudipta Chattopadhyay 0001;73269;True;WRITTEN_BY
Ajay Kapoor;73270;True;WRITTEN_BY
Hamed Fatemi;73270;True;WRITTEN_BY
Jacinto Garcia Martinez;73270;True;WRITTEN_BY
José Pineda de Gyvez;73270;True;WRITTEN_BY
Kristof Blutman;73270;True;WRITTEN_BY
Felice Balarin;73271;True;WRITTEN_BY
Harry Hsieh;73271;True;WRITTEN_BY
Xi Chen 0024;73271;True;WRITTEN_BY
Yosinori Watanabe;73271;True;WRITTEN_BY
Hai Zhou 0001;73272;True;WRITTEN_BY
Jia Wang 0003;73272;True;WRITTEN_BY
Robert P. Dick;73272;True;WRITTEN_BY
Zhenyu (Peter) Gu;73272;True;WRITTEN_BY
Xiaoming Zeng;73273;True;WRITTEN_BY
Yang Hu 0001;73273;True;WRITTEN_BY
Zhendong Wang;73273;True;WRITTEN_BY
Baris Aksanli;73274;True;WRITTEN_BY
Fatemeh Asgarinejad;73274;True;WRITTEN_BY
Minxuan Zhou;73274;True;WRITTEN_BY
Onat Güngör;73274;True;WRITTEN_BY
Tajana Rosing;73274;True;WRITTEN_BY
Xiaofan Yu 0001;73274;True;WRITTEN_BY
John D. Crawford;73275;True;WRITTEN_BY
Johann Knechtel;73276;True;WRITTEN_BY
Ozgur Sinanoglu;73276;True;WRITTEN_BY
A. M. Barone;73277;True;WRITTEN_BY
A. Weiner;73277;True;WRITTEN_BY
J. K. Morrell;73277;True;WRITTEN_BY
John L. Hennessy;73277;True;WRITTEN_BY
P. Carmody;73277;True;WRITTEN_BY
Hamid Sarbazi-Azad;73278;True;WRITTEN_BY
Mohammad Arman Soleimani;73278;True;WRITTEN_BY
Nezam Rohbani;73278;True;WRITTEN_BY
John R. Dixon;73279;True;WRITTEN_BY
Melvin K. Simmons;73279;True;WRITTEN_BY
Paul R. Cohen;73279;True;WRITTEN_BY
Irith Pomeranz;73280;True;WRITTEN_BY
Sudhakar M. Reddy;73280;True;WRITTEN_BY
Donald E. Thomas;73281;True;WRITTEN_BY
Lawrence F. Arnstein;73281;True;WRITTEN_BY
Akira Tsukizoe;73282;True;WRITTEN_BY
Chihei Miura;73282;True;WRITTEN_BY
Jun'ya Sakemi;73282;True;WRITTEN_BY
Tatsuki Ishii;73282;True;WRITTEN_BY
Tokinori Kozawa;73282;True;WRITTEN_BY
Cheming Hu;73283;True;WRITTEN_BY
Mark Horowitz;73283;True;WRITTEN_BY
Rob A. Rutenbar;73283;True;WRITTEN_BY
Stephen Y. Chow;73283;True;WRITTEN_BY
Hyesoon Kim;73284;True;WRITTEN_BY
Hyojong Kim;73284;True;WRITTEN_BY
Jie Zhang 0048;73284;True;WRITTEN_BY
Miryeong Kwon;73284;True;WRITTEN_BY
Myoungsoo Jung;73284;True;WRITTEN_BY
Pi-Cheng Hsiu;73285;True;WRITTEN_BY
Sheng-Wei Cheng;73285;True;WRITTEN_BY
Tei-Wei Kuo;73285;True;WRITTEN_BY
Yu-Wen Jong;73285;True;WRITTEN_BY
Bingjun Xiao;73286;True;WRITTEN_BY
Hui Huang 0001;73286;True;WRITTEN_BY
Jason Cong;73286;True;WRITTEN_BY
Muhuan Huang;73286;True;WRITTEN_BY
Peng Zhang 0007;73286;True;WRITTEN_BY
Benjamin Carrión Schäfer;73287;True;WRITTEN_BY
Jianqi Chen;73287;True;WRITTEN_BY
Monir Zaman;73287;True;WRITTEN_BY
R. D. Shawn Blanton;73287;True;WRITTEN_BY
Subhasish Mitra;73287;True;WRITTEN_BY
Yiorgos Makris;73287;True;WRITTEN_BY
Kaichen Yang;73288;True;WRITTEN_BY
Tsung-Yi Ho;73288;True;WRITTEN_BY
Xuan-Yi Lin;73288;True;WRITTEN_BY
Yier Jin;73288;True;WRITTEN_BY
Yixin Sun;73288;True;WRITTEN_BY
Changhao Yan;73289;True;WRITTEN_BY
Dian Zhou;73289;True;WRITTEN_BY
Tianning Gao;73289;True;WRITTEN_BY
Xuan Zeng 0001;73289;True;WRITTEN_BY
Xuyang Zhao;73289;True;WRITTEN_BY
Yiyang Zhao;73289;True;WRITTEN_BY
Zhaori Bi;73289;True;WRITTEN_BY
Zheng Wu;73289;True;WRITTEN_BY
Eli Chiprout;73290;True;WRITTEN_BY
Sanjay Pant;73290;True;WRITTEN_BY
Gio Wiederhold;73291;True;WRITTEN_BY
Marianne Winslett Wilkins;73291;True;WRITTEN_BY
Richard Berlin;73291;True;WRITTEN_BY
Thomas H. Payne;73291;True;WRITTEN_BY
Jian Wang 0100;73292;True;WRITTEN_BY
Lawrence T. Pileggi;73292;True;WRITTEN_BY
Xin Li 0001;73292;True;WRITTEN_BY
Bo Yuan 0002;73293;True;WRITTEN_BY
Han Liu;73293;True;WRITTEN_BY
Jinwen Wang;73293;True;WRITTEN_BY
Ning Zhang 0017;73293;True;WRITTEN_BY
Roger D. Chamberlain;73293;True;WRITTEN_BY
Yuhao Wu 0006;73293;True;WRITTEN_BY
Steve Dai;73294;True;WRITTEN_BY
Zhiru Zhang;73294;True;WRITTEN_BY
Arijit Raychowdhury;73295;True;WRITTEN_BY
Brian Crafton;73295;True;WRITTEN_BY
Carlos Tokunaga;73295;True;WRITTEN_BY
Jong-Hyeok Yoon;73295;True;WRITTEN_BY
Samuel Spetalnick;73295;True;WRITTEN_BY
Vivek De;73295;True;WRITTEN_BY
Wei Wu;73295;True;WRITTEN_BY
Zishen Wan;73295;True;WRITTEN_BY
Tony Givargis;73296;True;WRITTEN_BY
Adam Teman;73297;True;WRITTEN_BY
Andreas Burg 0001;73297;True;WRITTEN_BY
Georgios Karakonstantis;73297;True;WRITTEN_BY
Shrikanth Ganapathy;73297;True;WRITTEN_BY
Wojciech Maly;73298;True;WRITTEN_BY
Chao Wang 0003;73299;True;WRITTEN_BY
Jiajun Ji;73299;True;WRITTEN_BY
Lei Gong 0003;73299;True;WRITTEN_BY
Qianyu Cheng;73299;True;WRITTEN_BY
Teng Wang;73299;True;WRITTEN_BY
Xuehai Zhou;73299;True;WRITTEN_BY
Zihan Wang;73299;True;WRITTEN_BY
Behrooz Zahiri;73300;True;WRITTEN_BY
Bhusan Gupta;73300;True;WRITTEN_BY
Chris Rowen;73300;True;WRITTEN_BY
Christopher B. Reynolds;73300;True;WRITTEN_BY
Ivo Bolsens;73300;True;WRITTEN_BY
Jason Cong;73300;True;WRITTEN_BY
Nitin Deo;73300;True;WRITTEN_BY
Philip Lopresti;73300;True;WRITTEN_BY
Ray Simar;73300;True;WRITTEN_BY
Ali Dasdan;73301;True;WRITTEN_BY
Rajesh K. Gupta 0001;73301;True;WRITTEN_BY
Sandy Irani;73301;True;WRITTEN_BY
Dowhan Jung;73302;True;WRITTEN_BY
Jintaek Kang;73302;True;WRITTEN_BY
Kwanghyun Chung;73302;True;WRITTEN_BY
Soonhoi Ha;73302;True;WRITTEN_BY
Hiroyuki Sugimoto;73303;True;WRITTEN_BY
Masami Yamazaki;73303;True;WRITTEN_BY
Nobuaki Kawato;73303;True;WRITTEN_BY
Takao Saito;73303;True;WRITTEN_BY
F. W. Day;73304;True;WRITTEN_BY
Anand Raghunathan;73305;True;WRITTEN_BY
Ashish Ranjan 0001;73305;True;WRITTEN_BY
Bharat Kaul;73305;True;WRITTEN_BY
Dipankar Das 0002;73305;True;WRITTEN_BY
Jacob R. Stevens;73305;True;WRITTEN_BY
Shubham Jain 0004;73305;True;WRITTEN_BY
Fangxin Liu;73306;True;WRITTEN_BY
Li Jiang 0002;73306;True;WRITTEN_BY
Naifeng Jing;73306;True;WRITTEN_BY
Wenbo Zhao 0005;73306;True;WRITTEN_BY
Xiaoyao Liang;73306;True;WRITTEN_BY
Yongbiao Chen;73306;True;WRITTEN_BY
Zhezhi He;73306;True;WRITTEN_BY
Zongwu Wang;73306;True;WRITTEN_BY
Alvin M. Despain;73307;True;WRITTEN_BY
Ing-Jer Huang;73307;True;WRITTEN_BY
Song Han 0003;73308;True;WRITTEN_BY
William J. Dally;73308;True;WRITTEN_BY
Samarjit Chakraborty;73309;True;WRITTEN_BY
Yan Gu 0002;73309;True;WRITTEN_BY
Gaetano Borriello;73310;True;WRITTEN_BY
Tod Amon;73310;True;WRITTEN_BY
Kevin Hutto;73311;True;WRITTEN_BY
Vincent John Mooney;73311;True;WRITTEN_BY
Qi Zhu 0002;73312;True;WRITTEN_BY
Tianshu Wei;73312;True;WRITTEN_BY
Yanzhi Wang 0001;73312;True;WRITTEN_BY
Asim Smailagic;73313;True;WRITTEN_BY
Daniel P. Siewiorek;73313;True;WRITTEN_BY
John Stivoric;73313;True;WRITTEN_BY
Richard L. Martin 0002;73313;True;WRITTEN_BY
Chen-Shang Lin;73314;True;WRITTEN_BY
Heh-Tyan Liaw;73314;True;WRITTEN_BY
K.-T. Tran;73314;True;WRITTEN_BY
Igor L. Markov;73315;True;WRITTEN_BY
John P. Hayes;73315;True;WRITTEN_BY
Smita Krishnaswamy;73315;True;WRITTEN_BY
Jawahar Jain;73316;True;WRITTEN_BY
Kelvin Ng;73316;True;WRITTEN_BY
Mukul R. Prasad;73316;True;WRITTEN_BY
Rajarshi Mukherjee;73316;True;WRITTEN_BY
Hua-Yu Chang;73317;True;WRITTEN_BY
Iris Hui-Ru Jiang;73317;True;WRITTEN_BY
Yao-Wen Chang;73317;True;WRITTEN_BY
Pete Churchill;73318;True;WRITTEN_BY
Steve Golson;73318;True;WRITTEN_BY
Dhiraj K. Pradhan;73319;True;WRITTEN_BY
Subodh M. Reddy;73319;True;WRITTEN_BY
Wolfgang Kunz;73319;True;WRITTEN_BY
William R. Heller;73320;True;WRITTEN_BY
John Giraldi;73321;True;WRITTEN_BY
Michael L. Bushnell;73321;True;WRITTEN_BY
Hao-Hsiang Hsiao;73322;True;WRITTEN_BY
Pruek Vanna-Iampikul;73322;True;WRITTEN_BY
Sung Kyu Lim;73322;True;WRITTEN_BY
Yi-Chen Lu;73322;True;WRITTEN_BY
Moshé M. Zloof;73323;True;WRITTEN_BY
S. Peter de Jong;73323;True;WRITTEN_BY
Chu-Yi Huang;73324;True;WRITTEN_BY
Yen-Shen Chen;73324;True;WRITTEN_BY
Youn-Long Lin;73324;True;WRITTEN_BY
Yu-Chin Hsu;73324;True;WRITTEN_BY
Arman Roohi;73325;True;WRITTEN_BY
Mohamadreza Mohammadi;73325;True;WRITTEN_BY
Ramtin Zand;73325;True;WRITTEN_BY
Samin Sohrabi;73325;True;WRITTEN_BY
Sepehr Tabrizchi;73325;True;WRITTEN_BY
Shaahin Angizi;73325;True;WRITTEN_BY
Alexander M. Rush;73326;True;WRITTEN_BY
David Brooks 0001;73326;True;WRITTEN_BY
En-Yu Yang;73326;True;WRITTEN_BY
Gu-Yeon Wei;73326;True;WRITTEN_BY
Thierry Tambe;73326;True;WRITTEN_BY
Vijay Janapa Reddi;73326;True;WRITTEN_BY
Yuntian Deng;73326;True;WRITTEN_BY
Zishen Wan;73326;True;WRITTEN_BY
Eugene Shragowitz;73327;True;WRITTEN_BY
Suphachai Sutanthavibul;73327;True;WRITTEN_BY
Rajesh Kumar 0006;73328;True;WRITTEN_BY
David T. Blaauw;73329;True;WRITTEN_BY
Dennis Sylvester;73329;True;WRITTEN_BY
Harmander Deogun;73329;True;WRITTEN_BY
Rajeev R. Rao;73329;True;WRITTEN_BY
David Overhauser;73330;True;WRITTEN_BY
Gregory Steele;73330;True;WRITTEN_BY
Steffen Rochel;73330;True;WRITTEN_BY
Syed Zakir Hussain;73330;True;WRITTEN_BY
Aytac Atac;73331;True;WRITTEN_BY
Jan Henning Müller;73331;True;WRITTEN_BY
Lei Liao;73331;True;WRITTEN_BY
Ralf Wunderlich;73331;True;WRITTEN_BY
Stefan Heinen;73331;True;WRITTEN_BY
Ye Zhang 0003;73331;True;WRITTEN_BY
Yifan Wang 0001;73331;True;WRITTEN_BY
Zhimiao Chen;73331;True;WRITTEN_BY
Thomas R. Smith;73332;True;WRITTEN_BY
Ru Huang 0001;73333;True;WRITTEN_BY
Runsheng Wang;73333;True;WRITTEN_BY
Wuxi Li;73333;True;WRITTEN_BY
Xun Jiang 0002;73333;True;WRITTEN_BY
Yibo Lin;73333;True;WRITTEN_BY
Zizheng Guo 0001;73333;True;WRITTEN_BY
Zuodong Zhang;73333;True;WRITTEN_BY
Edwin Hsing-Mean Sha;73334;True;WRITTEN_BY
Jingtong Hu;73334;True;WRITTEN_BY
Lei Yang 0018;73334;True;WRITTEN_BY
Qingfeng Zhuge;73334;True;WRITTEN_BY
Weiwen Jiang;73334;True;WRITTEN_BY
Xinyi Zhang 0001;73334;True;WRITTEN_BY
Yiyu Shi 0001;73334;True;WRITTEN_BY
Robert D. Brennan;73335;True;WRITTEN_BY
Hirohito Tanaka;73336;True;WRITTEN_BY
Kazutoshi Wakabayashi;73336;True;WRITTEN_BY
Phillip Smtih;73337;True;WRITTEN_BY
Stephen W. Daniel;73337;True;WRITTEN_BY
Akihiko Hanafusa;73338;True;WRITTEN_BY
Toshihiko Tada;73338;True;WRITTEN_BY
Guowu Yang;73339;True;WRITTEN_BY
Jin Yang 0006;73339;True;WRITTEN_BY
Marek A. Perkowski;73339;True;WRITTEN_BY
William N. N. Hung;73339;True;WRITTEN_BY
Xiaoyu Song;73339;True;WRITTEN_BY
Chaitali Chakrabarti;73340;True;WRITTEN_BY
Wen-Tsong Shiue;73340;True;WRITTEN_BY
Charles W. Rosenthal;73341;True;WRITTEN_BY
Juan Hamers;73342;True;WRITTEN_BY
Lieven Eeckhout;73342;True;WRITTEN_BY
Abhishek Balasubramaniam;73343;True;WRITTEN_BY
Febin Sunny;73343;True;WRITTEN_BY
Sudeep Pasricha;73343;True;WRITTEN_BY
Abelardo Pardo;73344;True;WRITTEN_BY
Gary D. Hachtel;73344;True;WRITTEN_BY
T. Ghewala;73345;True;WRITTEN_BY
Robert H. Soli;73346;True;WRITTEN_BY
Jacques Wenin;73347;True;WRITTEN_BY
Jean Leonard;73347;True;WRITTEN_BY
Johan Verhasselt;73347;True;WRITTEN_BY
Marc Van Camp;73347;True;WRITTEN_BY
Pierre Guebels;73347;True;WRITTEN_BY
Arindam Sanyal;73348;True;WRITTEN_BY
Debnath Maiti;73348;True;WRITTEN_BY
Sumukh Prashant Bhanushali;73348;True;WRITTEN_BY
Jing-Jia Liou;73349;True;WRITTEN_BY
Ying-Yen Chen;73349;True;WRITTEN_BY
Chen-Wei Hsu;73350;True;WRITTEN_BY
Chia-Chien Weng;73350;True;WRITTEN_BY
Jen-Chieh Yeh;73350;True;WRITTEN_BY
Jia-Lu Liao;73350;True;WRITTEN_BY
Shan-Chien Fang;73350;True;WRITTEN_BY
Shi-Yu Huang;73350;True;WRITTEN_BY
Wen-Tsan Hsieh;73350;True;WRITTEN_BY
Jiayong Le;73351;True;WRITTEN_BY
Lawrence T. Pileggi;73351;True;WRITTEN_BY
Xin Li 0001;73351;True;WRITTEN_BY
Chandu Visweswariah;73352;True;WRITTEN_BY
Donald E. Thomas;73353;True;WRITTEN_BY
Robert L. Blackburn;73353;True;WRITTEN_BY
Amitesh Sridharan;73354;True;WRITTEN_BY
Bo Yuan 0001;73354;True;WRITTEN_BY
Deliang Fan;73354;True;WRITTEN_BY
Fan Zhang 0069;73354;True;WRITTEN_BY
Yang Sui 0001;73354;True;WRITTEN_BY
Kazuo Nakajima;73355;True;WRITTEN_BY
Nicholas J. Naclerio;73355;True;WRITTEN_BY
Sumio Masuda;73355;True;WRITTEN_BY
D. F. Wong 0001;73356;True;WRITTEN_BY
Wai-Kei Mak;73356;True;WRITTEN_BY
Bingkun Yao;73357;True;WRITTEN_BY
Jie Zhou 0001;73357;True;WRITTEN_BY
Nan Guan;73357;True;WRITTEN_BY
Ning Wang 0071;73357;True;WRITTEN_BY
Shuai Zhao 0004;73357;True;WRITTEN_BY
Xinwei Fang;73357;True;WRITTEN_BY
Xinyao Jiao;73357;True;WRITTEN_BY
Youshu Ji;73357;True;WRITTEN_BY
Yuchen Hu;73357;True;WRITTEN_BY
Zhe Jiang 0004;73357;True;WRITTEN_BY
Emil F. Girczyc;73358;True;WRITTEN_BY
Tai A. Ly;73358;True;WRITTEN_BY
A. Bobas;73359;True;WRITTEN_BY
J. Valihora;73359;True;WRITTEN_BY
Jayashree Ramanathan;73360;True;WRITTEN_BY
V. Ashok;73360;True;WRITTEN_BY
Walter Lee McKnight;73360;True;WRITTEN_BY
Di Geng;73361;True;WRITTEN_BY
Guanhua Yang;73361;True;WRITTEN_BY
Jiawei Wang;73361;True;WRITTEN_BY
Jinshan Yue;73361;True;WRITTEN_BY
Ke Hu;73361;True;WRITTEN_BY
Lihua Xu;73361;True;WRITTEN_BY
Ling Li 0013;73361;True;WRITTEN_BY
Lingfei Wang;73361;True;WRITTEN_BY
Shengzhe Yan;73361;True;WRITTEN_BY
Xiangqu Fu;73361;True;WRITTEN_BY
Zening Niu;73361;True;WRITTEN_BY
Zeyu Guo 0002;73361;True;WRITTEN_BY
Zhaori Cong;73361;True;WRITTEN_BY
Zhuoyu Dai;73361;True;WRITTEN_BY
Alberto L. Sangiovanni-Vincentelli;73362;True;WRITTEN_BY
Andrew Chien;73362;True;WRITTEN_BY
Christopher Hegarty;73362;True;WRITTEN_BY
Frank Winters;73362;True;WRITTEN_BY
Nick Smith;73362;True;WRITTEN_BY
Walden C. Rhines;73362;True;WRITTEN_BY
Cheng Zhuo;73363;True;WRITTEN_BY
Houle Gan;73363;True;WRITTEN_BY
Shaoheng Luo;73363;True;WRITTEN_BY
Heba Khdr;73364;True;WRITTEN_BY
Hussam Amrouch;73364;True;WRITTEN_BY
Jörg Henkel;73364;True;WRITTEN_BY
Hans Wojtkowiak;73365;True;WRITTEN_BY
Ren Chen;73366;True;WRITTEN_BY
Viktor K. Prasanna;73366;True;WRITTEN_BY
Min Li 0019;73367;True;WRITTEN_BY
Qiang Xu 0001;73367;True;WRITTEN_BY
Qiuxia Lai;73367;True;WRITTEN_BY
Sadaf Khan;73367;True;WRITTEN_BY
Shaowei Cai 0001;73367;True;WRITTEN_BY
Zhengyuan Shi;73367;True;WRITTEN_BY
Beayna Grigorian;73368;True;WRITTEN_BY
Glenn Reinman;73368;True;WRITTEN_BY
Jason Cong;73368;True;WRITTEN_BY
Karthik Gururaj;73368;True;WRITTEN_BY
Michael Gill;73368;True;WRITTEN_BY
Mohammad Ali Ghodrat;73368;True;WRITTEN_BY
Minghua Tang;73369;True;WRITTEN_BY
Rui Liu;73369;True;WRITTEN_BY
Xiaoming Chen 0003;73369;True;WRITTEN_BY
Xiaoyu Zhang 0009;73369;True;WRITTEN_BY
Yinhe Han 0001;73369;True;WRITTEN_BY
Zerun Li;73369;True;WRITTEN_BY
Seng Lin Shee;73370;True;WRITTEN_BY
Sri Parameswaran;73370;True;WRITTEN_BY
George Hadjiyiannis;73371;True;WRITTEN_BY
Silvina Hanono;73371;True;WRITTEN_BY
Srinivas Devadas;73371;True;WRITTEN_BY
Andy D. Pimentel;73372;True;WRITTEN_BY
Wei Quan;73372;True;WRITTEN_BY
Dmitry Bufistov;73373;True;WRITTEN_BY
Jordi Cortadella;73373;True;WRITTEN_BY
Jorge Júlvez;73373;True;WRITTEN_BY
Marc Galceran Oms;73373;True;WRITTEN_BY
Michael Kishinevsky;73373;True;WRITTEN_BY
John Roder;73374;True;WRITTEN_BY
Naveed A. Sherwani;73375;True;WRITTEN_BY
Roshan A. Gidwani;73375;True;WRITTEN_BY
Hiromi Toyoshima;73376;True;WRITTEN_BY
Shinichi Murai;73376;True;WRITTEN_BY
Takuji Ogihara;73376;True;WRITTEN_BY
Robert K. Brayton;73377;True;WRITTEN_BY
Slobodan Matic;73377;True;WRITTEN_BY
Yunjian Jiang;73377;True;WRITTEN_BY
John K. Brown;73378;True;WRITTEN_BY
Dimitris Mouris;73379;True;WRITTEN_BY
Nektarios Georgios Tsoutsos;73379;True;WRITTEN_BY
Gregory L. Smith;73380;True;WRITTEN_BY
Leonard L. Tripp;73380;True;WRITTEN_BY
Sharon A. Stephens;73380;True;WRITTEN_BY
Wayne L. Warren;73380;True;WRITTEN_BY
Feng Ren;73381;True;WRITTEN_BY
Kang Chen;73381;True;WRITTEN_BY
Yongwei Wu 0001;73381;True;WRITTEN_BY
Mehdi Maasoumy;73382;True;WRITTEN_BY
Naehyuck Chang;73382;True;WRITTEN_BY
Qi Zhu 0002;73382;True;WRITTEN_BY
Sadrul Ula;73382;True;WRITTEN_BY
Sangyoung Park;73382;True;WRITTEN_BY
Sheldon X.-D. Tan;73382;True;WRITTEN_BY
Taeyoung Kim 0001;73382;True;WRITTEN_BY
Tianshu Wei;73382;True;WRITTEN_BY
Faiq Khalid;73383;True;WRITTEN_BY
Muhammad Abdullah Hanif;73383;True;WRITTEN_BY
Muhammad Shafique 0001;73383;True;WRITTEN_BY
Hiren Paneliya;73384;True;WRITTEN_BY
Houman Homayoun;73384;True;WRITTEN_BY
Mark Horton;73384;True;WRITTEN_BY
Morteza Hosseini;73384;True;WRITTEN_BY
Tinoosh Mohsenin;73384;True;WRITTEN_BY
